No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
10,Arthur Maulet,31,CB,3,0,190,5-9,Memphis,7/13/1993,7,0,
65,Patrick Mekari,27,OL,17,17,305,6-4,California,8/13/1997,5,8,
6,Anthony Miller,30,WR,2,0,190,5-11,Memphis,10/9/1994,6,0,Chicago Bears / 2nd / 51st pick / 2018
34,Keaton Mitchell,22,RB,5,0,191,5-8,East Carolina,1/17/2002,1,0,
46,Nick Moore,32,LS,17,0,260,6-2,Georgia,12/9/1992,4,1,
91,Yannick Ngakoue,29,OLB,5,0,246,6-2,Maryland,3/31/1995,8,0,Jacksonville Jaguars / 3rd / 69th pick / 2016
90,David Ojabo,24,OLB,13,0,252,6-4,Michigan,5/17/2000,2,1,Baltimore Ravens / 2nd / 45th pick / 2022
99,Odafe Oweh,26,OLB,17,10,255,6-5,Penn St.,12/15/1998,3,5,Baltimore Ravens / 1st / 31st pick / 2021
58,Michael Pierce,32,NT,11,1,355,6-0,Samford,11/6/1992,8,1,
,Patrick Ricard,30,FB,17,6,300,6-3,Maine,5/27/1994,7,0,
95,Tavius Robinson,25,OLB,17,7,262,6-6,"Guelph , Mississippi",1/3/1999,1,4,Baltimore Ravens / 4th / 124th pick / 2023
70,Roger Rosengarten,22,OT,17,14,316,6-5,Washington,6/3/2002,Rook,8,Baltimore Ravens / 2nd / 62nd pick / 2024
51,Josh Ross,25,LB,7,0,229,6-0,Michigan,10/31/1999,2,0,
23,Trenton Simpson,23,LB,17,13,235,6-2,Clemson,6/14/2001,1,6,Baltimore Ravens / 3rd / 86th pick / 2023
18,Steven Sims,27,WR,2,0,176,5-10,Kansas,3/31/1997,5,0,
0,Roquan Smith,27,LB,16,16,230,6-1,Georgia,4/8/1997,6,14,Chicago Bears / 1st / 8th pick / 2018
79,Ronnie Stanley,30,T,17,17,310,6-6,Notre Dame,3/18/1994,8,12,Baltimore Ravens / 1st / 6th pick / 2016
21,Brandon Stephens,27,DB,17,17,215,6-1,"UCLA , SMU",12/29/1997,3,4,Baltimore Ravens / 3rd / 104th pick / 2021
11,Jordan Stout,26,P,17,0,209,6-3,"Virginia Tech , Penn St.",8/4/1998,2,2,Baltimore Ravens / 4th / 130th pick / 2022
27,T.J. Tampa,22,CB,7,0,199,6-1,Iowa St.,3/13/2002,Rook,0,Baltimore Ravens / 4th / 130th pick / 2024
9,Justin Tucker,35,K,17,0,191,6-1,Texas,11/21/1989,12,2,
,Josh Tupou,30,NT,3,0,350,6-3,Colorado,5/2/1994,7,0,
97,Brent Urban,33,DL,13,0,309,6-7,Virginia,5/5/1991,9,1,Baltimore Ravens / 4th / 134th pick / 2014
53,Kyle Van Noy,33,OLB,16,13,255,6-3,BYU,3/26/1991,10,9,Detroit Lions / 2nd / 40th pick / 2014
72,Andrew Vorhees,25,OL,15,3,320,6-6,USC,1/21/1999,1,2,Baltimore Ravens / 7th / 229th pick / 2023
81,Devontez Walker,23,WR,9,0,198,6-1,"North Carolina Central , Kent St. , North Carolina",6/19/2001,Rook,0,Baltimore Ravens / 4th / 113th pick / 2024
16,Tylan Wallace,25,WR,17,0,202,5-11,Oklahoma St.,5/13/1999,3,2,Baltimore Ravens / 4th / 131st pick / 2021
29,Ar'Darius Washington,25,S,17,10,180,5-8,TCU,11/2/1999,3,3,
96,Broderick Washington Jr.,28,DT,15,5,315,6-2,Texas Tech,12/4/1996,4,3,Baltimore Ravens / 5th / 170th pick / 2020
54,Kristian Welch,26,LB,9,1,240,6-3,Iowa,5/24/1998,4,1,
,Tre'Davious White,29,CB,7,0,196,5-9,LSU,1/16/1995,7,0,Buffalo Bills / 1st / 27th pick / 2017
2,Nate Wiggins,21,CB,15,6,182,6-1,Clemson,8/28/2003,Rook,2,Baltimore Ravens / 1st / 30th pick / 2024
32,Marcus Williams,28,S,11,9,204,6-1,Utah,9/8/1996,7,2,New Orleans Saints / 2nd / 42nd pick / 2017
93,Chris Wormley,31,DL,2,0,300,6-5,Michigan,10/25/1993,7,0,Baltimore Ravens / 3rd / 74th pick / 2017
