No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
29,Avonte Maddox,28,CB,17,3,184,5-9,Pittsburgh,3/31/1996,6,2,Philadelphia Eagles / 4th / 125th pick / 2018
68,Jordan Mailata,27,T,12,12,365,6-8,None,3/31/1997,4,10,Philadelphia Eagles / 7th / 233rd pick / 2018
10,Braden Mann,27,P,17,0,198,5-11,Texas A&M,11/24/1997,4,3,New York Jets / 6th / 191st pick / 2020
45,Ochaun Mathis,25,OLB,1,0,260,6-5,"TCU , Nebraska",1/9/1999,1,0,Los Angeles Rams / 6th / 189th pick / 2023
36,Tristin McCollum,25,S,14,2,195,6-3,Sam Houston St.,5/3/1999,1,2,
16,Tanner McKee,24,QB,2,1,231,6-6,Stanford,4/27/2000,1,1,Philadelphia Eagles / 6th / 188th pick / 2023
27,Quinyon Mitchell,23,CB,16,16,193,6-0,Toledo,7/18/2001,Rook,6,Philadelphia Eagles / 1st / 22nd pick / 2024
43,Nicholas Morrow,29,LB,0,0,216,6-0,Greenville,7/10/1995,7,0,
97,Moro Ojomo,23,DT,17,1,292,6-3,Texas,8/15/2001,1,2,Philadelphia Eagles / 7th / 249th pick / 2023
7,Kenny Pickett,26,QB,5,1,220,6-3,Pittsburgh,6/6/1998,2,1,Pittsburgh Steelers / 1st / 20th pick / 2022
23,Eli Ricks,23,CB,7,0,188,6-2,"LSU , Alabama",9/26/2001,1,0,
22,Kelee Ringo,22,CB,17,1,207,6-2,Georgia,6/27/2002,1,2,Philadelphia Eagles / 4th / 105th pick / 2023
34,Isaiah Rodgers,26,CB,15,3,170,5-10,Massachusetts,1/7/1998,4,2,Indianapolis Colts / 6th / 211th pick / 2020
38,John Ross,29,WR,1,0,190,5-11,Washington,11/27/1995,7,0,Cincinnati Bengals / 1st / 9th pick / 2017
31,Andre' Sam,25,S,1,0,194,5-10,"McNeese St. , Marshall , LSU",2/9/1999,Rook,0,
28,Will Shipley,22,RB,16,1,209,5-11,Clemson,8/29/2002,Rook,1,Philadelphia Eagles / 4th / 127th pick / 2024
2,Darius Slay,33,CB,14,14,190,6-0,Mississippi St.,1/1/1991,11,6,Detroit Lions / 2nd / 36th pick / 2013
82,Ainias Smith,23,WR,7,1,176,5-9,Texas A&M,5/31/2001,Rook,1,Philadelphia Eagles / 5th / 152nd pick / 2024
6,DeVonta Smith,26,WR,13,13,170,6-0,Alabama,11/14/1998,3,9,Philadelphia Eagles / 1st / 10th pick / 2021
3,Nolan Smith,23,OLB,16,10,238,6-2,Georgia,1/18/2001,1,6,Philadelphia Eagles / 1st / 30th pick / 2023
56,Tyler Steen,24,OL,17,2,321,6-6,"Vanderbilt , Alabama",6/24/2000,1,2,Philadelphia Eagles / 3rd / 65th pick / 2023
87,Jack Stoll,26,TE,7,2,247,6-4,Nebraska,1/28/1998,3,0,
19,Josh Sweat,27,OLB,16,15,265,6-5,Florida St.,3/29/1997,6,8,Philadelphia Eagles / 4th / 130th pick / 2018
64,Brett Toth,28,OL,0,0,304,6-6,Army,9/1/1996,4,0,
54,Jeremiah Trotter Jr.,22,LB,17,1,225,6-0,Clemson,12/24/2002,Rook,2,Philadelphia Eagles / 5th / 155th pick / 2024
47,C.J. Uzomah,31,TE,7,3,262,6-6,Auburn,1/14/1993,9,0,Cincinnati Bengals / 5th / 157th pick / 2015
57,Ben VanSumeren,24,LB,11,1,231,6-2,"Michigan , Michigan St.",5/5/2000,1,1,
93,Milton Williams,25,DT,17,7,290,6-3,Louisiana Tech,4/6/1999,3,5,Philadelphia Eagles / 3rd / 73rd pick / 2021
89,Johnny Wilson,23,WR,16,4,228,6-6,"Arizona St. , Florida St.",4/3/2001,Rook,0,Philadelphia Eagles / 6th / 185th pick / 2024
