No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
42,Sam Franklin,28,S,10,0,210,6-3,Temple,2/2/1996,4,0,
84,Feleipe Franks,27,TE,16,0,228,6-6,"Florida , Arkansas",12/22/1997,3,0,
20,Jordan Fuller,26,S,9,9,203,6-2,Ohio St.,3/4/1998,4,2,Los Angeles Rams / 6th / 199th pick / 2020
45,Cam Gill,27,OLB,10,0,240,6-3,Wagner,12/14/1997,4,1,
,Charles Harris,29,OLB,9,6,250,6-3,Missouri,3/6/1995,7,2,Miami Dolphins / 1st / 22nd pick / 2017
92,Jonathan Harris,28,DE,7,0,295,6-5,Lindenwood,8/4/1996,5,1,
45,Marquis Haynes,31,OLB,2,1,235,6-2,Mississippi,12/16/1993,6,0,Carolina Panthers / 4th / 136th pick / 2018
10,Johnny Hekker,34,P,17,0,225,6-5,Oregon St.,2/8/1990,12,3,
13,Troy Hill,33,CB,6,2,182,5-10,Oregon,8/29/1991,9,1,
8,Jaycee Horn,25,CB,15,15,200,6-1,South Carolina,11/26/1999,3,6,Carolina Panthers / 1st / 8th pick / 2021
30,Chuba Hubbard,25,RB,15,15,210,6-1,Oklahoma St.,6/11/1999,3,9,Carolina Panthers / 4th / 126th pick / 2021
50,Robert Hunt,28,G,16,16,323,6-6,Louisiana,8/25/1996,4,8,Miami Dolphins / 2nd / 39th pick / 2020
48,Thomas Incoom,25,OLB,8,0,265,6-2,"Valdosta St. , Central Michigan",2/19/1999,1,0,
23,Dane Jackson,28,CB,9,3,180,5-11,Pittsburgh,11/29/1996,4,1,Buffalo Bills / 7th / 239th pick / 2020
2,Michael Jackson,27,CB,17,17,210,6-1,Miami (FL),1/10/1997,5,5,Dallas Cowboys / 5th / 158th pick / 2019
41,Tarron Jackson,26,OLB,3,0,254,6-2,Coastal Carolina,6/22/1998,3,0,Philadelphia Eagles / 6th / 191st pick / 2021
44,J.J. Jansen,38,LS,17,0,235,6-2,Notre Dame,1/20/1986,15,1,
47,Josey Jewell,30,LB,12,12,236,6-1,Iowa,12/25/1994,6,5,Denver Broncos / 4th / 106th pick / 2018
5,Diontae Johnson,28,WR,7,7,183,5-10,Toledo,7/5/1996,5,3,Pittsburgh Steelers / 3rd / 66th pick / 2019
52,DJ Johnson,26,OLB,14,2,260,6-4,"Miami (FL) , Oregon",10/21/1998,1,1,Carolina Panthers / 3rd / 80th pick / 2023
32,Lonnie Johnson Jr.,29,S,15,1,213,6-2,"Garden City (KS) , Kentucky",11/4/1995,5,1,Houston Texans / 2nd / 54th pick / 2019
28,Velus Jones Jr.,27,WR,2,0,200,6-0,"USC , Tennessee",5/11/1997,2,0,Chicago Bears / 3rd / 71st pick / 2022
61,Jarrett Kingston,25,OG,7,0,305,6-4,"Washington St. , USC",12/2/1999,Rook,0,San Francisco 49ers / 6th / 215th pick / 2024
46,Shaq Lawson,30,OLB,1,0,265,6-3,Clemson,6/17/1994,8,0,Buffalo Bills / 1st / 19th pick / 2016
17,Xavier Legette,23,WR,16,13,227,6-3,South Carolina,1/29/2001,Rook,5,Carolina Panthers / 1st / 32nd pick / 2024
46,Eku Leota,25,OLB,2,1,252,6-3,"Northwestern , Auburn",5/11/1999,1,0,
68,Damien Lewis,27,G,16,16,327,6-2,LSU,3/21/1997,4,6,Seattle Seahawks / 3rd / 69th pick / 2020
81,Jordan Matthews,32,TE,4,1,212,6-3,Vanderbilt,7/16/1992,10,0,Philadelphia Eagles / 2nd / 42nd pick / 2014
,Cade Mays,25,C,11,8,325,6-6,"Georgia , Tennessee",4/26/1999,2,3,Carolina Panthers / 6th / 199th pick / 2022
15,Jonathan Mingo,23,WR,9,5,220,6-2,Mississippi,4/20/2001,1,1,Carolina Panthers / 2nd / 39th pick / 2023
83,David Moore,29,WR,17,5,220,6-0,East Central (OK),1/15/1995,7,3,Seattle Seahawks / 7th / 226th pick / 2017
72,Taylor Moton,30,T,14,14,325,6-5,Western Michigan,8/18/1994,7,7,Carolina Panthers / 2nd / 64th pick / 2017
77,Yosh Nijman,28,T,16,3,314,6-7,Virginia Tech,1/2/1996,4,2,
,Jayden Peevy,25,DT,4,0,308,6-5,Texas A&M,9/3/1999,2,0,
4,Eddy Piñeiro,29,K,17,0,190,5-11,"ASA College (FL) , Florida",9/13/1995,5,3,
33,Shaquille Quarterman,27,LB,1,0,234,6-0,Miami (FL),10/28/1997,4,0,Jacksonville Jaguars / 4th / 140th pick / 2020
93,LaBryan Ray,27,DE,16,9,290,6-4,Alabama,12/5/1997,1,3,
60,Andrew Raym,23,C,1,0,327,6-4,Oklahoma,5/2/2001,Rook,0,
49,Jon Rhattigan,25,LB,16,0,236,6-0,Army,2/2/1999,3,1,
36,Demani Richardson,24,S,14,5,215,6-1,Texas A&M,10/7/2000,Rook,2,
74,Sam Roberts,26,DT,3,0,300,6-5,NW Missouri St.,4/14/1998,2,0,New England Patriots / 6th / 200th pick / 2022
94,A'Shawn Robinson,29,DE,16,16,320,6-3,Alabama,3/21/1995,8,5,Detroit Lions / 2nd / 46th pick / 2016
22,Jammie Robinson,23,S,6,0,190,5-11,"South Carolina , Florida St.",1/24/2001,1,0,Carolina Panthers / 5th / 145th pick / 2023
0,Ja'Tavion Sanders,21,TE,16,8,252,6-4,Texas,3/27/2003,Rook,3,Carolina Panthers / 4th / 101st pick / 2024
6,Miles Sanders,27,RB,11,2,210,5-11,Penn St.,5/1/1997,5,3,Philadelphia Eagles / 2nd / 53rd pick / 2019
21,Nick Scott,29,S,10,4,200,5-11,Penn St.,5/17/1995,5,1,Los Angeles Rams / 7th / 243rd pick / 2019
43,Jamie Sheriff,24,DE,1,0,265,6-2,"Mississippi Gulf Coast CC , South Alabama",8/18/2000,Rook,0,
97,T.J. Smith,27,DT,3,0,300,6-3,Arkansas,4/19/1997,3,0,
26,Chau Smith-Wade,22,CB,14,4,176,5-11,Washington St.,9/17/2002,Rook,2,Carolina Panthers / 5th / 157th pick / 2024
,Stephen Sullivan,28,TE,1,0,245,6-5,LSU,11/28/1996,4,0,Seattle Seahawks / 7th / 251st pick / 2020
19,Adam Thielen,34,WR,10,10,195,6-2,Minnesota St.,8/22/1990,10,6,
80,Ian Thomas,28,TE,5,2,260,6-4,Indiana,6/6/1996,6,0,Carolina Panthers / 4th / 101st pick / 2018
13,Deven Thompkins,25,WR,7,0,155,5-8,Utah St.,12/23/1999,2,0,
54,Shaq Thompson,30,LB,4,4,230,6-0,Washington,4/21/1994,9,1,Carolina Panthers / 1st / 25th pick / 2015
91,Nick Thurman,29,DT,9,4,305,6-4,Houston,6/12/1995,4,2,
82,Tommy Tremble,24,TE,12,11,250,6-4,Notre Dame,6/2/2000,3,2,Carolina Panthers / 3rd / 83rd pick / 2021
99,Shy Tuttle,29,DT,15,15,300,6-3,Tennessee,10/20/1995,5,5,
56,Trevin Wallace,21,LB,13,8,244,6-1,Kentucky,2/22/2003,Rook,3,Carolina Panthers / 3rd / 72nd pick / 2024
73,Brandon Walton,26,OT,1,0,300,6-5,Florida Atlantic,3/18/1998,2,0,
75,DeShawn Williams,32,DT,12,1,295,6-1,Clemson,12/29/1992,8,1,
41,Jacoby Windmon,23,LB,8,2,250,6-2,"UNLV , Michigan St.",8/20/2001,Rook,1,
98,D.J. Wonnum,27,OLB,8,8,258,6-5,South Carolina,10/31/1997,4,3,Minnesota Vikings / 4th / 117th pick / 2020
25,Xavier Woods,29,S,17,17,200,5-11,Louisiana Tech,7/26/1995,7,5,Dallas Cowboys / 6th / 191st pick / 2017
,Chandler Wooten,25,LB,5,2,230,6-3,Auburn,4/25/1999,2,1,
28,Russ Yeast,25,S,2,0,191,5-10,"Louisville , Kansas St.",5/8/1999,2,0,Los Angeles Rams / 7th / 253rd pick / 2022
9,Bryce Young,23,QB,14,12,204,5-10,Alabama,7/25/2001,1,8,Carolina Panthers / 1st / 1st pick / 2023
62,Chandler Zavala,25,G,17,2,322,6-3,"Fairmont St. , North Carolina St.",4/2/1999,1,2,Carolina Panthers / 4th / 114th pick / 2023
