No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
39,Nate Hobbs,25,CB,11,7,195,6-0,Illinois,6/24/1999,3,3,Las Vegas Raiders / 5th / 167th pick / 2021
30,Darnay Holmes,26,CB,16,1,195,5-10,UCLA,6/23/1998,4,1,New York Giants / 4th / 110th pick / 2020
68,Andre James,27,C,13,11,300,6-4,UCLA,5/2/1997,5,4,
95,John Jenkins,35,DT,17,17,327,6-3,"Mississippi Gulf Coast CC , Georgia",7/11/1989,11,7,New Orleans Saints / 3rd / 82nd pick / 2013
18,Jack Jones,27,CB,17,16,175,5-11,"USC , Moorpark College , Arizona St.",12/20/1997,2,6,New England Patriots / 4th / 121st pick / 2022
36,Kyu Blu Kelly,23,CB,4,0,193,6-0,Stanford,5/22/2001,1,0,Baltimore Ravens / 5th / 157th pick / 2023
82,Ramel Keyton,24,WR,8,0,191,6-2,Tennessee,9/14/2000,Rook,0,
23,Dylan Laube,25,RB,10,0,208,5-10,New Hampshire,12/14/1999,Rook,0,Las Vegas Raiders / 6th / 208th pick / 2024
96,Jonah Laulu,24,DT,17,7,292,6-5,"Hawaii , Oklahoma",6/30/2000,Rook,4,Indianapolis Colts / 7th / 234th pick / 2024
80,Terrace Marshall Jr.,24,WR,7,1,200,6-2,LSU,6/9/2000,3,0,Carolina Panthers / 2nd / 59th pick / 2021
59,Luke Masterson,26,LB,4,2,220,6-1,Wake Forest,1/7/1998,2,1,
22,Alexander Mattison,26,RB,14,7,220,5-11,Boise St.,6/19/1998,5,4,Minnesota Vikings / 3rd / 102nd pick / 2019
43,Kana'i Mauga,24,LB,12,0,245,6-2,USC,1/8/2000,1,1,
87,Michael Mayer,23,TE,11,8,265,6-4,Notre Dame,7/6/2001,1,1,Las Vegas Raiders / 2nd / 35th pick / 2023
32,Tyreik McAllister,26,WR,3,0,180,5-11,Charleston (WV),4/7/1998,1,0,
28,Sincere McCormick,24,RB,5,2,205,5-9,Texas-San Antonio,9/10/2000,1,1,
61,Jordan Meredith,26,G,14,8,300,6-2,Western Kentucky,1/4/1998,2,3,
16,Jakobi Meyers,28,WR,15,15,200,6-2,North Carolina St.,11/9/1996,5,8,
74,Kolton Miller,29,T,17,17,325,6-8,UCLA,9/2/1995,6,6,Oakland Raiders / 1st / 15th pick / 2018
15,Gardner Minshew II,28,QB,10,9,225,6-1,"Northwest Mississippi CC , East Carolina , Washington St.",5/16/1996,5,4,Jacksonville Jaguars / 6th / 178th pick / 2019
7,Tre'von Moehrig,25,S,17,17,202,6-2,TCU,6/16/1999,3,7,Las Vegas Raiders / 2nd / 43rd pick / 2021
77,Thayer Munford,25,T,14,4,315,6-6,Ohio St.,9/18/1999,2,2,Las Vegas Raiders / 7th / 238th pick / 2022
12,Aidan O'Connell,26,QB,9,7,210,6-3,Purdue,9/1/1998,1,4,Las Vegas Raiders / 4th / 135th pick / 2023
66,Dylan Parham,25,G,15,14,285,6-3,Memphis,8/24/1999,2,4,Las Vegas Raiders / 3rd / 90th pick / 2022
75,Andrus Peat,31,OL,15,1,316,6-7,Stanford,11/4/1993,9,1,New Orleans Saints / 1st / 13th pick / 2015
20,Isaiah Pola-Mao,25,S,17,14,205,6-4,USC,6/30/1999,2,5,
58,Jackson Powers-Johnson,21,OG,15,14,334,6-3,Oregon,1/23/2003,Rook,4,Las Vegas Raiders / 2nd / 44th pick / 2024
25,Decamerion Richardson,23,CB,12,7,195,6-2,Mississippi St.,3/16/2001,Rook,3,Las Vegas Raiders / 4th / 112th pick / 2024
,Desmond Ridder,25,QB,6,1,207,6-3,Cincinnati,8/31/1999,2,1,Atlanta Falcons / 3rd / 74th pick / 2022
97,Janarius Robinson,25,DE,10,1,260,6-5,Florida St.,5/5/1999,1,1,Minnesota Vikings / 4th / 134th pick / 2021
86,John Samuel Shenker,26,TE,8,0,242,6-3,Auburn,9/2/1998,1,0,
88,Justin Shorter,24,TE,10,0,223,6-4,"Penn St. , Florida",4/17/2000,1,0,Buffalo Bills / 5th / 150th pick / 2023
99,Nesta Jade Silvera,24,DT,7,0,315,6-2,"Miami (FL) , Arizona St.",1/23/2000,1,1,Las Vegas Raiders / 7th / 231st pick / 2023
29,Christopher Smith,24,S,15,0,195,5-11,Georgia,5/1/2000,1,1,Las Vegas Raiders / 5th / 170th pick / 2023
49,Charles Snowden,26,DE,16,9,245,6-7,Virginia,3/27/1998,3,5,
41,Robert Spillane,29,LB,17,17,229,6-1,Western Michigan,12/14/1995,6,8,
37,Trey Taylor,23,S,9,0,213,6-0,Air Force,1/30/2001,Rook,1,Las Vegas Raiders / 7th / 223rd pick / 2024
11,Tre Tucker,23,WR,17,14,185,5-9,Cincinnati,3/8/2001,1,4,Las Vegas Raiders / 3rd / 100th pick / 2023
19,DJ Turner,27,WR,12,6,205,5-9,"Maryland , Pittsburgh",1/18/1997,2,1,
27,Sam Webb,26,CB,11,0,195,6-2,Missouri Western St.,5/19/1998,2,1,
3,Zamir White,25,RB,8,5,215,6-0,Georgia,9/18/1999,2,1,Las Vegas Raiders / 4th / 122nd pick / 2022
65,Cody Whitehair,32,OG,12,3,316,6-3,Kansas St.,7/11/1992,8,1,Chicago Bears / 2nd / 56th pick / 2016
83,Kristian Wilkerson,27,WR,3,0,214,6-1,SE Missouri St.,1/10/1997,4,0,
94,Christian Wilkins,29,DT,5,5,310,6-4,Clemson,12/20/1995,5,2,Miami Dolphins / 1st / 13th pick / 2019
9,Tyree Wilson,24,DE,16,4,275,6-6,"Texas A&M , Texas Tech",5/20/2000,1,3,Las Vegas Raiders / 1st / 7th pick / 2023
