No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
63,Trystan Colon-Castillo,26,OL,17,7,313,6-3,Missouri,3/23/1998,4,4,
6,James Conner,29,RB,16,16,233,6-1,Pittsburgh,5/5/1995,7,11,Pittsburgh Steelers / 3rd / 105th pick / 2017
20,DeeJay Dallas,26,RB,17,0,214,5-10,Miami (FL),9/16/1998,4,1,Seattle Seahawks / 4th / 144th pick / 2020
31,Emari Demercado,25,RB,13,0,215,5-9,"Saddleback College , TCU",1/20/1999,1,2,
52,Victor Dimukeje,25,OLB,11,0,262,6-2,Duke,11/18/1999,3,1,Arizona Cardinals / 6th / 210th pick / 2021
4,Greg Dortch,26,WR,17,4,175,5-7,Wake Forest,5/29/1998,5,3,
48,Milo Eifler,26,LB,2,0,228,6-1,"Washington , Illinois",2/13/1998,3,0,
72,Hjalte Froholdt,28,OL,17,17,310,6-5,Arkansas,8/20/1996,4,8,New England Patriots / 4th / 118th pick / 2019
59,Jon Gaines,25,OL,13,0,303,6-4,UCLA,5/24/1999,1,1,Arizona Cardinals / 4th / 122nd pick / 2023
45,Dennis Gardeck,30,OLB,7,3,232,6-0,Sioux Falls,8/9/1994,6,2,
12,Blake Gillikin,26,P,13,0,196,6-2,Penn St.,1/21/1998,3,2,
30,Darren Hall,24,CB,4,0,190,6-0,San Diego St.,5/2/2000,3,0,Atlanta Falcons / 4th / 108th pick / 2021
18,Marvin Harrison Jr.,22,WR,17,16,205,6-4,Ohio St.,8/11/2002,Rook,8,Arizona Cardinals / 1st / 4th pick / 2024
67,Charlie Heck,28,OL,7,0,315,6-8,North Carolina,11/20/1996,4,1,Houston Texans / 4th / 126th pick / 2020
76,Will Hernandez,29,OL,5,5,332,6-2,Texas-El Paso,9/2/1995,6,2,New York Giants / 2nd / 34th pick / 2018
84,Elijah Higgins,24,TE,17,6,235,6-3,Stanford,10/27/2000,1,2,Miami Dolphins / 6th / 197th pick / 2023
70,Paris Johnson,23,OL,14,14,313,6-6,Ohio St.,7/3/2001,1,7,Arizona Cardinals / 1st / 6th pick / 2023
75,Christian Jones,24,OL,2,1,318,6-5,Texas,5/12/2000,Rook,1,Arizona Cardinals / 5th / 162nd pick / 2024
93,Justin Jones,28,DL,3,3,309,6-3,North Carolina St.,8/28/1996,6,1,Los Angeles Chargers / 3rd / 84th pick / 2018
96,Naquan Jones,26,DT,12,0,313,6-3,Michigan St.,2/5/1998,3,1,
37,Tony Jones,27,RB,1,0,224,5-11,Notre Dame,11/24/1997,4,0,
,Zay Jones,29,WR,11,2,200,6-2,East Carolina,3/30/1995,7,1,Buffalo Bills / 2nd / 37th pick / 2017
50,Nick Leverett,27,OL,1,0,310,6-3,Rice,1/11/1997,3,0,
98,Roy Lopez,27,DL,16,16,318,6-2,"New Mexico St. , Arizona",8/7/1997,3,7,Houston Texans / 6th / 195th pick / 2021
43,Jesse Luketa,25,OLB,10,2,253,6-3,Penn St.,1/15/1999,2,2,Arizona Cardinals / 7th / 256th pick / 2022
85,Trey McBride,25,TE,16,16,246,6-4,Colorado St.,11/22/1999,2,11,Arizona Cardinals / 2nd / 55th pick / 2022
16,Max Melton,22,CB,17,3,193,5-11,Rutgers,4/15/2002,Rook,2,Arizona Cardinals / 2nd / 43rd pick / 2024
10,Chris Moore,31,WR,5,0,200,6-1,Cincinnati,6/16/1993,8,0,Baltimore Ravens / 4th / 107th pick / 2016
23,Sean Murphy-Bunting,27,CB,15,15,195,6-0,Central Michigan,6/19/1997,5,5,Tampa Bay Buccaneers / 2nd / 39th pick / 2019
1,Kyler Murray,27,QB,17,17,207,5-10,"Texas A&M , Oklahoma",8/7/1997,5,15,Arizona Cardinals / 1st / 1st pick / 2019
92,Bilal Nichols,28,DL,6,5,313,6-4,Delaware,9/14/1996,6,2,Chicago Bears / 5th / 145th pick / 2018
58,Julian Okwara,27,OLB,13,1,250,6-4,Notre Dame,12/27/1997,4,1,Detroit Lions / 3rd / 67th pick / 2020
10,Michael Palardy,32,P,4,0,200,5-11,Tennessee,7/6/1992,8,0,
44,Owen Pappoe,24,LB,16,1,225,6-0,Auburn,9/29/2000,1,1,Arizona Cardinals / 5th / 168th pick / 2023
0,Zach Pascal,30,WR,17,0,215,6-2,Old Dominion,12/18/1994,6,0,
5,Matt Prater,40,K,4,0,201,5-10,Central Florida,8/10/1984,17,1,
87,Tip Reiman,23,TE,17,9,273,6-4,Illinois,9/17/2001,Rook,0,Arizona Cardinals / 3rd / 82nd pick / 2024
56,Darius Robinson,23,DL,6,0,286,6-5,Missouri,9/13/2001,Rook,0,Arizona Cardinals / 1st / 27th pick / 2024
38,Chad Ryland,25,K,13,0,195,6-0,"Eastern Michigan , Maryland",10/15/1999,1,3,New England Patriots / 4th / 112th pick / 2023
90,Ben Stille,27,DL,3,0,296,6-4,Nebraska,11/12/1997,2,0,
55,Dante Stills,25,DL,16,10,286,6-4,West Virginia,12/14/1999,1,5,Arizona Cardinals / 6th / 213th pick / 2023
42,Dadrion Taylor-Demerson,23,S,17,2,189,5-10,Texas Tech,1/20/2001,Rook,1,Arizona Cardinals / 4th / 104th pick / 2024
24,Starling Thomas,24,CB,17,15,194,5-10,Ala-Birmingham,1/25/2000,1,5,
54,Xavier Thomas,25,OLB,14,0,244,6-2,Clemson,12/20/1999,Rook,1,Arizona Cardinals / 5th / 138th pick / 2024
34,Jalen Thompson,26,S,15,15,190,5-11,Washington St.,7/18/1998,5,5,Arizona Cardinals / 5th / 1st pick / 2019 Supp
95,Khyiris Tonga,28,DL,13,1,338,6-4,BYU,7/7/1996,3,1,Chicago Bears / 7th / 250th pick / 2021
15,Clayton Tune,25,QB,6,0,220,6-3,Houston,3/23/1999,1,0,Arizona Cardinals / 5th / 139th pick / 2023
81,Travis Vokolek,26,TE,1,0,260,6-6,"Rutgers , Nebraska",6/4/1998,1,0,
89,Xavier Weaver,24,WR,2,0,180,6-1,"South Florida , Colorado",10/12/2000,Rook,0,
7,Kyzir White,28,LB,17,17,234,6-2,West Virginia,3/24/1996,6,8,Los Angeles Chargers / 4th / 119th pick / 2018
21,Garrett Williams,23,CB,16,11,192,5-10,Syracuse,6/1/2001,1,4,Arizona Cardinals / 3rd / 72nd pick / 2023
73,Jonah Williams,27,OL,6,6,312,6-5,Alabama,11/17/1997,4,3,Cincinnati Bengals / 1st / 11th pick / 2019
27,Divaad Wilson,24,CB,2,0,195,6-0,"Georgia , Central Florida",1/26/2000,1,0,
2,Mack Wilson,26,LB,16,16,246,6-1,Alabama,2/14/1998,5,7,Cleveland Browns / 5th / 155th pick / 2019
14,Michael Wilson,24,WR,16,13,213,6-2,Stanford,2/23/2000,1,5,Arizona Cardinals / 3rd / 94th pick / 2023
