No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
71,Warren McClendon,23,OL,13,5,317,6-4,Georgia,4/11/2001,1,3,Los Angeles Rams / 5th / 174th pick / 2023
39,Jaylen McCollough,24,DB,17,1,202,6-0,Tennessee,10/12/2000,Rook,2,
63,Dylan McMahon,23,OL,1,1,298,6-3,North Carolina St.,1/22/2001,Rook,0,Philadelphia Eagles / 6th / 190th pick / 2024
12,Puka Nacua,23,WR,11,11,212,6-2,"Washington , BYU",5/29/2001,1,9,Los Angeles Rams / 5th / 177th pick / 2023
58,Elias Neal,23,LB,6,0,227,6-0,Marshall,9/11/2001,Rook,0,
70,Joseph Noteboom,29,OL,4,4,300,6-5,TCU,6/19/1995,6,2,Los Angeles Rams / 3rd / 89th pick / 2018
86,Colby Parkinson,25,TE,17,9,265,6-7,Stanford,1/8/1999,4,3,Seattle Seahawks / 4th / 133rd pick / 2020
51,Troy Reeder,30,LB,6,6,236,6-3,"Penn St. , Delaware",9/13/1994,5,3,
20,Ronnie Rivers,25,RB,17,0,192,5-9,Fresno St.,1/31/1999,2,1,
15,Demarcus Robinson,30,WR,17,17,202,6-1,Florida,9/21/1994,8,4,Kansas City Chiefs / 4th / 126th pick / 2016
56,Christian Rozeboom,27,LB,17,11,237,6-2,South Dakota St.,1/30/1997,3,5,
32,Cody Schrader,25,RB,1,0,202,5-8,"Truman St. , Missouri",9/8/1999,Rook,0,
19,Xavier Smith,27,WR,15,0,176,5-9,Florida A&M,9/21/1997,1,0,
48,Omar Speights,23,LB,17,10,228,6-1,"Oregon St. , LSU",3/2/2001,Rook,5,
9,Matthew Stafford,36,QB,16,16,214,6-3,Georgia,2/7/1988,15,12,Detroit Lions / 1st / 1st pick / 2009
96,Keir Thomas,26,OLB,1,1,260,6-2,"South Carolina , Florida St.",1/25/1998,2,0,
91,Kobie Turner,25,DE,17,16,297,6-2,"Richmond , Wake Forest",4/26/1999,1,8,Los Angeles Rams / 3rd / 89th pick / 2023
8,Jared Verse,24,OLB,17,16,250,6-4,"Albany (NY) , Florida St.",11/4/2000,Rook,10,Los Angeles Rams / 1st / 19th pick / 2024
30,Josh Wallace,24,DB,17,3,189,6-0,"Massachusetts , Michigan",7/5/2000,Rook,2,
47,Alex Ward,25,LS,17,0,241,6-4,Central Florida,4/21/1999,1,1,
27,Tre'Davious White,29,DB,4,4,196,5-9,LSU,1/16/1995,7,1,Buffalo Bills / 1st / 27th pick / 2017
88,Jordan Whittington,24,WR,15,3,202,6-1,Texas,10/1/2000,Rook,3,Los Angeles Rams / 6th / 213th pick / 2024
24,Darious Williams,31,DB,12,11,192,5-9,Ala-Birmingham,3/15/1993,6,4,
93,Jonah Williams,29,DE,6,0,275,6-5,Weber St.,8/17/1995,3,0,
23,Kyren Williams,24,RB,16,16,202,5-9,Notre Dame,8/26/2000,2,9,Los Angeles Rams / 5th / 164th pick / 2022
4,Ahkello Witherspoon,29,CB,13,5,195,6-2,Colorado,3/21/1995,7,2,San Francisco 49ers / 3rd / 66th pick / 2017
21,Charles Woods,24,CB,12,0,185,5-11,"Illinois St. , West Virginia , SMU",6/17/2000,Rook,1,
2,Russ Yeast,25,DB,1,0,191,5-10,"Louisville , Kansas St.",5/8/1999,2,0,Los Angeles Rams / 7th / 253rd pick / 2022
0,Byron Young,26,OLB,17,16,258,6-2,"Georgia Military , Tennessee",3/13/1998,1,7,Los Angeles Rams / 3rd / 77th pick / 2023
46,Ty Zentner,26,P,1,0,199,6-2,"Butler (KS) , Kansas St.",6/7/1998,1,0,
