No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
26,Jahmyr Gibbs,22,RB,17,4,200,5-9,"Georgia Tech , Alabama",3/20/2002,1,17,Detroit Lions / 1st / 12th pick / 2023
60,Graham Glasgow,32,OL,16,16,315,6-6,Michigan,7/19/1992,8,8,Detroit Lions / 3rd / 95th pick / 2016
16,Jared Goff,30,QB,17,17,217,6-4,California,10/14/1994,8,18,Los Angeles Rams / 1st / 1st pick / 2016
49,Hogan Hatten,24,LS,17,0,239,6-2,Idaho,8/6/2000,Rook,1,
43,Parker Hesse,29,TE,5,1,251,6-3,Iowa,5/26/1995,3,0,
2,Hendon Hooker,26,QB,3,0,220,6-3,"Virginia Tech , Tennessee",1/13/1998,1,0,Detroit Lions / 3rd / 68th pick / 2023
41,James Houston,26,LB,8,0,245,6-1,"Florida , Jackson St.",11/16/1998,2,1,Detroit Lions / 6th / 217th pick / 2022
97,Aidan Hutchinson,24,DL,5,5,268,6-7,Michigan,8/9/2000,2,3,Detroit Lions / 1st / 2nd pick / 2022
28,Jermar Jefferson,24,RB,2,0,215,5-10,Oregon St.,4/15/2000,3,0,Detroit Lions / 7th / 257th pick / 2021
72,Jamarco Jones,28,T,2,0,293,6-4,Ohio St.,6/4/1996,5,0,Seattle Seahawks / 5th / 168th pick / 2018
12,Brandon Joseph,23,S,14,1,200,6-0,"Northwestern , Notre Dame",2/5/2001,1,1,
31,Kerby Joseph,24,S,17,17,203,6-1,Illinois,11/14/2000,2,14,Detroit Lions / 3rd / 97th pick / 2022
85,Tom Kennedy,28,WR,4,0,195,5-10,Bryant,7/29/1996,5,0,
87,Sam LaPorta,23,TE,16,16,245,6-3,Iowa,1/12/2001,1,8,Detroit Lions / 2nd / 34th pick / 2023
43,David Long,28,LB,5,1,225,5-11,West Virginia,10/12/1996,5,1,Tennessee Titans / 6th / 188th pick / 2019
73,Christian Mahogany,24,OL,7,1,319,6-3,Boston Col.,10/11/2000,Rook,1,Detroit Lions / 6th / 210th pick / 2024
96,Brodric Martin,25,DL,2,1,330,6-5,"North Alabama , Western Kentucky",5/24/1999,1,1,Detroit Lions / 3rd / 96th pick / 2023
54,Alim McNeill,24,DL,14,14,315,6-2,North Carolina St.,5/11/2000,3,7,Detroit Lions / 3rd / 72nd pick / 2021
6,Ifeatu Melifonwu,25,S,3,3,210,6-3,Syracuse,5/2/1999,3,1,Detroit Lions / 3rd / 101st pick / 2021
82,James Mitchell,25,TE,1,0,246,6-4,Virginia Tech,8/11/1999,2,0,Detroit Lions / 5th / 177th pick / 2022
5,David Montgomery,27,RB,14,14,224,5-11,Iowa St.,6/7/1997,5,10,Chicago Bears / 3rd / 73rd pick / 2019
4,Emmanuel Moseley,28,CB,2,0,195,5-11,Tennessee,3/25/1996,6,0,
69,Al-Quadin Muhammad,29,DL,9,2,250,6-3,Miami (FL),3/28/1995,7,2,New Orleans Saints / 6th / 196th pick / 2017
51,Ben Niemann,29,LB,17,4,235,6-2,Iowa,7/27/1995,6,3,
62,Michael Niese,26,OL,17,0,295,6-5,"Dayton , Temple",1/13/1998,1,1,
40,Morice Norris,24,S,2,0,198,5-11,Fresno St.,9/27/2000,Rook,0,
53,Trevor Nowaske,26,LB,14,2,235,6-3,Saginaw Valley St.,11/7/1998,1,2,
95,Pat O'Connor,31,DL,12,0,270,6-4,Eastern Michigan,11/1/1993,7,1,Detroit Lions / 7th / 250th pick / 2017
91,Levi Onwuzurike,26,DL,16,10,290,6-3,Washington,3/2/1998,3,5,Detroit Lions / 2nd / 41st pick / 2021
93,Josh Paschal,25,DL,14,10,274,6-3,Kentucky,12/17/1999,2,5,Detroit Lions / 2nd / 46th pick / 2022
17,Tim Patrick,31,WR,16,9,212,6-4,Utah,11/23/1993,6,4,
96,Kyle Peko,31,DL,5,1,305,6-1,Oregon St.,7/23/1993,8,1,
,Anthony Pittman,28,LB,3,0,224,6-3,Wayne State (MI),11/24/1996,5,0,
77,Frank Ragnow,28,C,16,16,310,6-5,Arkansas,5/17/1996,6,12,Detroit Lions / 1st / 20th pick / 2018
15,Ennis Rakestraw,22,CB,8,0,191,5-11,Missouri,6/5/2002,Rook,0,Detroit Lions / 2nd / 61st pick / 2024
11,Kalif Raymond,30,WR,12,2,180,5-8,Holy Cross,8/8/1994,8,3,
98,D.J. Reader,30,DL,15,15,335,6-3,Clemson,7/1/1994,8,7,Houston Texans / 5th / 166th pick / 2016
42,Jalen Reeves-Maybin,29,LB,10,0,226,6-1,Tennessee,1/31/1995,7,1,Detroit Lions / 4th / 124th pick / 2017
13,Craig Reynolds,28,RB,17,0,216,5-11,Kutztown (PA),6/15/1996,5,1,
21,Amik Robertson,26,CB,17,4,183,5-9,Louisiana Tech,7/6/1998,4,2,Las Vegas Raiders / 4th / 139th pick / 2020
8,Allen Robinson,31,WR,12,0,210,6-2,Penn St.,8/24/1993,10,0,Jacksonville Jaguars / 2nd / 61st pick / 2014
44,Malcolm Rodriguez,25,LB,10,6,234,5-11,Oklahoma St.,3/29/1999,2,3,Detroit Lions / 6th / 188th pick / 2022
58,Penei Sewell,24,T,17,17,335,6-5,Oregon,10/9/2000,3,18,Detroit Lions / 1st / 7th pick / 2021
70,Dan Skipper,30,T,17,5,330,6-9,Arkansas,9/20/1994,7,4,
90,Chris Smith,25,DL,5,0,305,6-1,"Harvard , Notre Dame",12/15/1999,1,0,
,Za'Darius Smith,32,DL,8,7,270,6-4,"East Mississippi CC , Kentucky",9/8/1992,9,4,Baltimore Ravens / 4th / 122nd pick / 2015
75,Colby Sorsdal,24,OL,1,0,315,6-6,William & Mary,3/1/2000,1,0,Detroit Lions / 5th / 152nd pick / 2023
14,Amon-Ra St. Brown,25,WR,17,17,202,6-0,USC,10/24/1999,3,14,Detroit Lions / 4th / 112th pick / 2021
24,Loren Strickland,24,S,7,0,202,5-10,"Indianapolis , Ball St.",5/31/2000,Rook,0,
35,Isaiah Thomas,26,DL,2,0,266,6-5,Oklahoma,12/3/1998,2,0,Cleveland Browns / 7th / 223rd pick / 2022
38,Stantley Thomas-Oliver,26,CB,1,0,190,6-0,Florida International,6/4/1998,4,0,Carolina Panthers / 7th / 221st pick / 2020
47,Zeke Turner,28,LB,9,0,214,6-2,Washington,6/9/1996,6,1,
45,Isaac Ukwu,25,DL,2,1,258,6-3,"James Madison , Mississippi",1/14/1999,Rook,1,
33,Sione Vaki,23,RB,16,0,213,5-11,Utah,7/30/2001,Rook,1,Detroit Lions / 4th / 132nd pick / 2024
29,Kindle Vildor,27,CB,17,2,189,5-11,Georgia Southern,12/11/1997,4,2,Chicago Bears / 5th / 163rd pick / 2020
83,Isaiah Williams,23,WR,2,0,186,5-10,Illinois,1/29/2001,Rook,0,
9,Jameson Williams,23,WR,15,11,180,6-1,"Ohio St. , Alabama",3/26/2001,2,11,Detroit Lions / 1st / 12th pick / 2022
,Jonah Williams,29,DL,2,1,275,6-5,Weber St.,8/17/1995,3,1,
94,Mekhi Wingo,21,DL,11,0,291,6-0,"Missouri , LSU",4/17/2003,Rook,1,Detroit Lions / 6th / 189th pick / 2024
89,Brock Wright,26,TE,17,8,250,6-5,Notre Dame,11/27/1998,3,1,
71,Kevin Zeitler,34,G,16,16,340,6-4,Wisconsin,3/8/1990,12,8,Cincinnati Bengals / 1st / 27th pick / 2012
84,Shane Zylstra,28,TE,12,1,240,6-4,Minnesota St.,11/16/1996,3,0,
