No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
56,George Karlaftis III,23,DE,16,11,263,6-4,Purdue,4/3/2001,2,6,Kansas City Chiefs / 1st / 30th pick / 2022
87,Travis Kelce,35,TE,16,16,250,6-5,Cincinnati,10/5/1989,11,8,Kansas City Chiefs / 3rd / 63rd pick / 2013
,Blake Lynch,27,LB,1,0,225,6-3,Baylor,2/14/1997,4,0,
15,Patrick Mahomes,29,QB,16,16,225,6-2,Texas Tech,9/17/1995,7,14,Kansas City Chiefs / 1st / 10th pick / 2017
22,Trent McDuffie,24,CB,16,16,193,5-11,Washington,9/13/2000,2,11,Kansas City Chiefs / 1st / 21st pick / 2022
24,Skyy Moore,24,WR,6,0,195,5-10,Western Michigan,9/10/2000,2,0,Kansas City Chiefs / 2nd / 54th pick / 2022
64,Wanya Morris,24,OL,17,11,307,6-6,"Tennessee , Oklahoma",10/10/2000,1,5,Kansas City Chiefs / 3rd / 92nd pick / 2023
91,Derrick Nnadi,28,DT,17,1,317,6-1,Florida St.,5/9/1996,6,2,Kansas City Chiefs / 3rd / 75th pick / 2018
60,Hunter Nourzad,24,OL,17,0,317,6-3,"Cornell , Penn St.",11/26/2000,Rook,1,Kansas City Chiefs / 5th / 159th pick / 2024
19,Chris Oladokun,27,QB,1,0,213,6-1,"South Florida , Samford , South Dakota St.",9/3/1997,1,0,Pittsburgh Steelers / 7th / 241st pick / 2022
90,Charles Omenihu,27,DE,6,1,280,6-5,Texas,8/20/1997,5,1,Houston Texans / 5th / 161st pick / 2019
10,Isiah Pacheco,25,RB,7,6,216,5-10,Rutgers,3/2/1999,2,3,Kansas City Chiefs / 7th / 251st pick / 2022
69,Mike Pennel,33,NT,17,7,330,6-4,"Arizona St. , Colorado State-Pueblo",5/9/1991,10,4,
34,Samaje Perine,29,RB,17,0,236,5-10,Oklahoma,9/16/1995,7,4,Washington Redskins / 4th / 114th pick / 2017
20,Justin Reid,27,S,16,16,207,6-1,Stanford,2/15/1997,6,5,Houston Texans / 3rd / 68th pick / 2018
81,Nikko Remigio,25,WR,5,1,187,5-9,"California , Fresno St.",11/4/1999,1,0,
4,Rashee Rice,24,WR,4,4,204,6-1,SMU,4/22/2000,1,3,Kansas City Chiefs / 2nd / 55th pick / 2023
30,Christian Roland-Wallace,23,CB,17,2,202,5-11,"Arizona , USC",11/23/2001,Rook,2,
82,Justyn Ross,25,WR,2,0,210,6-4,Clemson,12/15/1999,1,0,
,Spencer Shrader,25,K,2,0,201,6-2,"South Florida , Notre Dame",5/19/1999,Rook,1,
65,Trey Smith,25,G,17,17,321,6-6,Tennessee,6/16/1999,3,8,Kansas City Chiefs / 6th / 226th pick / 2021
9,JuJu Smith-Schuster,28,WR,14,8,215,6-1,USC,11/22/1996,7,2,Pittsburgh Steelers / 2nd / 62nd pick / 2017
42,Carson Steele,22,RB,17,3,228,6-0,"Ball St. , UCLA",10/21/2002,Rook,1,
76,Kingsley Suamataia,21,T,15,2,326,6-4,"Oregon , BYU",1/18/2003,Rook,2,Kansas City Chiefs / 2nd / 63rd pick / 2024
74,Jawaan Taylor,27,T,16,16,330,6-5,Florida,11/25/1997,5,7,Jacksonville Jaguars / 2nd / 35th pick / 2019
39,Keith Taylor,26,CB,11,0,195,6-3,Washington,11/20/1998,3,1,Carolina Panthers / 5th / 166th pick / 2021
99,Cameron Thomas,24,DE,4,0,267,6-4,San Diego St.,1/7/2000,2,0,Arizona Cardinals / 3rd / 87th pick / 2022
62,Joe Thuney,32,G,17,17,304,6-5,North Carolina St.,11/18/1992,8,12,New England Patriots / 3rd / 78th pick / 2016
23,Drue Tranquill,29,LB,16,16,234,6-2,Notre Dame,8/15/1995,5,8,Los Angeles Chargers / 4th / 130th pick / 2019
92,Marlon Tuipulotu,25,DT,2,1,307,6-2,USC,5/31/1999,3,0,Philadelphia Eagles / 6th / 189th pick / 2021
,Josh Uche,26,DE,6,0,240,6-1,Michigan,9/18/1998,4,0,New England Patriots / 2nd / 60th pick / 2020
80,Montrell Washington,25,WR,1,0,170,5-10,Samford,3/14/1999,2,0,Denver Broncos / 5th / 162nd pick / 2022
35,Jaylen Watson,26,CB,6,6,197,6-2,"Washington St. , Ventura College",9/17/1998,2,2,Kansas City Chiefs / 7th / 243rd pick / 2022
84,Justin Watson,28,WR,17,7,215,6-2,Pennsylvania,4/4/1996,6,3,Tampa Bay Buccaneers / 5th / 144th pick / 2018
11,Carson Wentz,32,QB,3,1,237,6-5,North Dakota St.,12/30/1992,8,0,Philadelphia Eagles / 1st / 2nd pick / 2016
98,Tershawn Wharton,26,DT,17,10,280,6-1,Missouri S&T,6/25/1998,4,5,
12,Jared Wiley,24,TE,7,2,249,6-6,"Texas , TCU",11/2/2000,Rook,0,Kansas City Chiefs / 4th / 131st pick / 2024
2,Joshua Williams,25,CB,17,6,193,6-3,Fayetteville St.,10/17/1999,2,2,Kansas City Chiefs / 4th / 135th pick / 2022
41,James Winchester,35,LS,17,0,209,6-3,Oklahoma,8/6/1989,9,1,
1,Xavier Worthy,21,WR,17,13,165,5-11,Texas,4/27/2003,Rook,7,Kansas City Chiefs / 1st / 28th pick / 2024
49,Matthew Wright,28,K,2,0,174,5-11,Central Florida,3/22/1996,4,1,
