No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
99,Jeremiah Ledbetter,30,DT,15,3,299,6-3,Arkansas,6/2/1994,7,2,Detroit Lions / 6th / 205th pick / 2017
39,Cam Little,21,K,17,0,180,6-1,Arkansas,8/17/2003,Rook,5,Jacksonville Jaguars / 6th / 212th pick / 2024
72,Walker Little,25,OL,15,8,325,6-7,Stanford,4/1/1999,3,3,Jacksonville Jaguars / 2nd / 45th pick / 2021
33,Devin Lloyd,26,LB,16,16,235,6-3,Utah,9/30/1998,2,6,Jacksonville Jaguars / 1st / 27th pick / 2022
46,Ross Matiscik,28,LS,17,0,240,6-0,Baylor,9/13/1996,4,2,
51,Ventrell Miller,25,LB,15,9,232,6-0,Florida,1/15/1999,1,4,Jacksonville Jaguars / 4th / 121st pick / 2023
65,Mitch Morse,32,OL,17,17,305,6-6,Missouri,4/21/1992,9,6,Kansas City Chiefs / 2nd / 49th pick / 2015
48,Chad Muma,25,LB,17,3,239,6-3,Wyoming,8/18/1999,2,2,Jacksonville Jaguars / 3rd / 70th pick / 2022
55,Tanner Muse,28,LB,3,0,227,6-2,Clemson,9/6/1996,3,0,Las Vegas Raiders / 3rd / 100th pick / 2020
23,Foyesade Oluokun,29,LB,13,13,230,6-2,Yale,8/2/1995,6,5,Atlanta Falcons / 6th / 200th pick / 2018
90,Esezi Otomewo,26,DT,4,2,282,6-5,Minnesota,12/30/1998,2,1,Minnesota Vikings / 5th / 165th pick / 2022
53,Anthony Pittman,28,LB,1,0,224,6-3,Wayne State (MI),11/24/1996,5,0,
24,Deantre Prince,24,CB,10,0,183,6-0,"Northeast Mississippi CC , Mississippi",10/12/2000,Rook,1,Jacksonville Jaguars / 5th / 153rd pick / 2024
,Josh Reynolds,29,WR,4,1,192,6-3,Texas A&M,2/16/1995,7,0,Los Angeles Rams / 4th / 117th pick / 2017
95,Roy Robertson-Harris,31,DT,6,2,290,6-5,Texas-El Paso,7/23/1993,7,1,
74,Cam Robinson,29,OL,7,7,335,6-6,Alabama,10/9/1995,7,3,Jacksonville Jaguars / 2nd / 34th pick / 2017
31,Keilan Robinson,24,RB,6,0,191,5-8,"Alabama , Texas",2/16/2000,Rook,0,Jacksonville Jaguars / 5th / 167th pick / 2024
6,Darnell Savage Jr.,27,S,13,13,198,5-11,Maryland,7/30/1997,5,4,Green Bay Packers / 1st / 21st pick / 2019
68,Brandon Scherff,33,OL,17,17,315,6-5,Iowa,12/26/1991,9,6,Washington Redskins / 1st / 5th pick / 2015
94,Maason Smith,22,DT,11,5,306,6-5,LSU,10/13/2002,Rook,2,Jacksonville Jaguars / 2nd / 48th pick / 2024
85,Brenton Strange,24,TE,17,10,253,6-4,Penn St.,12/27/2000,1,3,Jacksonville Jaguars / 2nd / 61st pick / 2023
7,Brian Thomas,22,WR,17,16,209,6-3,LSU,10/8/2002,Rook,11,Jacksonville Jaguars / 1st / 23rd pick / 2024
20,Daniel Thomas,26,S,15,0,215,5-10,Auburn,7/1/1998,4,1,Jacksonville Jaguars / 5th / 157th pick / 2020
86,Austin Trammell,26,WR,1,0,185,5-10,Rice,7/4/1998,3,0,
70,Cole Van Lanen,26,OL,9,3,312,6-5,Wisconsin,4/23/1998,3,1,Green Bay Packers / 6th / 214th pick / 2021
44,Travon Walker,24,DE,17,17,272,6-5,Georgia,12/18/2000,2,8,Jacksonville Jaguars / 1st / 1st pick / 2022
11,Parker Washington,22,WR,17,7,204,5-10,Penn St.,3/21/2002,1,4,Jacksonville Jaguars / 6th / 185th pick / 2023
42,Andrew Wingard,28,S,8,2,200,6-0,Wyoming,12/5/1996,5,1,
