No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
98,DeMarvin Leal,24,DE,5,0,290,6-4,Texas A&M,7/1/2000,2,0,Pittsburgh Steelers / 3rd / 84th pick / 2022
53,Eku Leota,25,LB,1,0,252,6-3,"Northwestern , Auburn",5/11/1999,1,0,
92,Isaiahh Loudermilk,27,DT,16,0,293,6-7,Wisconsin,10/10/1997,3,1,Pittsburgh Steelers / 5th / 156th pick / 2021
94,Dean Lowry,30,DT,12,1,296,6-6,Northwestern,6/9/1994,8,1,Green Bay Packers / 4th / 137th pick / 2016
44,Tyler Matakevich,32,LB,11,0,235,6-1,Temple,12/22/1992,8,1,Pittsburgh Steelers / 7th / 246th pick / 2016
62,Ryan McCollum,26,C,17,2,300,6-5,Texas A&M,3/4/1998,3,2,
66,Mason McCormick,24,G,17,14,315,6-5,South Dakota St.,5/25/2000,Rook,6,Pittsburgh Steelers / 4th / 119th pick / 2024
13,Scott Miller,27,WR,13,1,174,5-9,Bowling Green,7/31/1997,5,1,Tampa Bay Buccaneers / 6th / 208th pick / 2019
49,Jeremiah Moon,26,LB,13,1,247,6-5,Florida,8/18/1998,1,1,
65,Dan Moore,26,OT,17,17,315,6-5,Texas A&M,9/28/1998,3,8,Pittsburgh Steelers / 4th / 128th pick / 2021
48,Adetokunbo Ogundeji,26,OLB,3,0,268,6-4,Notre Dame,10/9/1998,3,0,Atlanta Falcons / 5th / 182nd pick / 2021
99,Larry Ogunjobi,30,DT,15,12,305,6-3,Charlotte,6/3/1994,7,5,Cleveland Browns / 3rd / 65th pick / 2017
84,Cordarrelle Patterson,33,RB,13,1,220,6-2,Tennessee,3/17/1991,11,2,Minnesota Vikings / 1st / 29th pick / 2013
14,George Pickens,23,WR,14,12,200,6-3,Georgia,3/4/2001,2,8,Pittsburgh Steelers / 2nd / 52nd pick / 2022
42,James Pierre,28,CB,15,2,185,6-2,Florida Atlantic,9/16/1996,4,2,
24,Joey Porter Jr.,24,CB,16,16,193,6-2,Penn St.,7/26/2000,1,6,Pittsburgh Steelers / 2nd / 32nd pick / 2023
81,MyCole Pruitt,32,TE,12,5,258,6-2,Southern Illinois,3/24/1992,9,0,Minnesota Vikings / 5th / 143rd pick / 2015
6,Patrick Queen,25,LB,17,17,232,6-0,LSU,8/13/1999,4,10,Baltimore Ravens / 1st / 28th pick / 2020
50,Elandon Roberts,30,LB,17,14,238,6-1,Houston,4/22/1994,8,6,New England Patriots / 6th / 214th pick / 2016
93,Mark Robinson,25,LB,17,0,235,5-11,"Presbyterian , SE Missouri St. , Mississippi",8/14/1999,2,1,Pittsburgh Steelers / 7th / 225th pick / 2022
21,Darius Rush,24,CB,2,0,198,6-2,South Carolina,2/22/2000,1,0,Indianapolis Colts / 5th / 138th pick / 2023
64,Max Scharping,28,G,2,0,325,6-6,Northern Illinois,8/10/1996,5,0,Houston Texans / 2nd / 55th pick / 2019
73,Isaac Seumalo,31,G,13,13,303,6-4,Oregon St.,10/29/1993,8,7,Philadelphia Eagles / 3rd / 79th pick / 2016
,Aaron Shampklin,25,RB,3,0,195,5-10,Harvard,10/18/1999,1,0,
15,Ben Skowronek,27,WR,10,1,224,6-3,"Northwestern , Notre Dame",6/27/1997,3,1,Los Angeles Rams / 7th / 249th pick / 2021
,Preston Smith,32,LB,8,0,265,6-5,Mississippi St.,11/17/1992,9,1,Washington Redskins / 2nd / 38th pick / 2015
20,Cameron Sutton,29,CB,9,2,188,5-11,Tennessee,2/27/1995,7,1,Pittsburgh Steelers / 3rd / 94th pick / 2017
27,Cory Trice,24,CB,6,1,206,6-3,Purdue,5/30/2000,1,1,Pittsburgh Steelers / 7th / 241st pick / 2023
8,Corliss Waitman,29,P,16,0,210,6-2,South Alabama,7/21/1995,3,3,
35,Jonathan Ward,27,RB,4,0,202,6-0,Central Michigan,9/30/1997,4,0,
30,Jaylen Warren,26,RB,15,0,215,5-8,"Snow College (UT) , Utah St. , Oklahoma St.",11/1/1998,2,6,
80,Darnell Washington,23,TE,17,9,264,6-7,Georgia,8/17/2001,1,2,Pittsburgh Steelers / 3rd / 93rd pick / 2023
90,T.J. Watt,30,LB,17,17,252,6-4,Wisconsin,10/11/1994,7,14,Pittsburgh Steelers / 1st / 30th pick / 2017
,Mike Williams,30,WR,9,2,218,6-4,Clemson,10/4/1994,7,1,Los Angeles Chargers / 1st / 7th pick / 2017
87,Rodney Williams,26,TE,6,0,235,6-4,UT Martin,4/8/1998,1,0,
41,Payton Wilson,24,LB,17,4,242,6-4,North Carolina St.,4/21/2000,Rook,4,Pittsburgh Steelers / 3rd / 98th pick / 2024
10,Roman Wilson,23,WR,1,0,186,5-10,Michigan,6/19/2001,Rook,0,Pittsburgh Steelers / 3rd / 84th pick / 2024
3,Russell Wilson,36,QB,11,11,206,5-11,"Wisconsin , North Carolina St.",11/29/1988,12,9,Seattle Seahawks / 3rd / 75th pick / 2012
