No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
50,Eric Kendricks,32,MLB,15,15,232,6-0,UCLA,2/29/1992,9,7,Minnesota Vikings / 2nd / 45th pick / 2015
94,Marshawn Kneeland,23,DE,11,1,268,6-3,Western Michigan,7/8/2001,Rook,1,Dallas Cowboys / 2nd / 56th pick / 2024
88,CeeDee Lamb,25,WR,15,15,200,6-2,Oklahoma,4/8/1999,4,9,Dallas Cowboys / 1st / 17th pick / 2020
19,Trey Lance,24,QB,4,1,226,6-4,North Dakota St.,5/9/2000,3,1,San Francisco 49ers / 1st / 3rd pick / 2021
90,DeMarcus Lawrence,32,DE,4,4,265,6-3,"Butler (KS) , Boise St.",4/28/1992,10,2,Dallas Cowboys / 2nd / 34th pick / 2014
55,Carl Lawson,29,DE,15,3,260,6-2,Auburn,6/29/1995,7,2,Cincinnati Bengals / 4th / 116th pick / 2017
2,Jourdan Lewis,29,CB,16,13,195,5-10,Michigan,8/31/1995,7,4,Dallas Cowboys / 3rd / 92nd pick / 2017
35,Marist Liufau,23,LB,17,9,239,6-2,Notre Dame,2/9/2001,Rook,4,Dallas Cowboys / 3rd / 87th pick / 2024
40,Hunter Luepke,24,RB,16,4,238,6-1,North Dakota St.,2/28/2000,1,1,
70,Zack Martin,34,G,10,10,315,6-4,Notre Dame,11/20/1990,10,3,Dallas Cowboys / 1st / 16th pick / 2014
81,Jonathan Mingo,23,WR,8,1,220,6-2,Mississippi,4/20/2001,1,0,Carolina Panthers / 2nd / 39th pick / 2023
16,Jalen Moreno-Cropper,23,WR,1,0,172,6-0,Fresno St.,5/3/2001,1,0,
24,Israel Mukuamu,25,S,17,0,205,6-4,South Carolina,11/28/1999,3,1,Dallas Cowboys / 6th / 227th pick / 2021
97,Osa Odighizuwa,26,DT,17,17,280,6-2,UCLA,8/13/1998,3,7,Dallas Cowboys / 3rd / 75th pick / 2021
27,Amani Oruwariye,28,CB,7,4,200,6-2,Penn St.,2/9/1996,5,1,Detroit Lions / 5th / 146th pick / 2019
13,DeMarvion Overshown,24,LB,13,12,220,6-2,Texas,8/13/2000,1,6,Dallas Cowboys / 3rd / 90th pick / 2023
11,Micah Parsons,25,LB,13,13,245,6-3,Penn St.,5/26/1999,3,8,Dallas Cowboys / 1st / 12th pick / 2021
98,Jordan Phillips,32,DT,2,0,330,6-6,Oklahoma,9/21/1992,9,0,Miami Dolphins / 2nd / 52nd pick / 2015
4,Dak Prescott,31,QB,8,8,238,6-2,Mississippi St.,7/29/1993,8,5,Dallas Cowboys / 4th / 135th pick / 2016
32,Troy Pride Jr.,26,CB,2,1,195,5-11,Notre Dame,1/19/1998,4,0,Carolina Panthers / 4th / 113th pick / 2020
76,Asim Richards,24,OL,13,1,307,6-4,North Carolina,10/2/2000,1,1,Dallas Cowboys / 5th / 169th pick / 2023
10,Cooper Rush,31,QB,12,8,225,6-3,Central Michigan,11/21/1993,7,4,
86,Luke Schoonmaker,26,TE,17,6,250,6-5,Michigan,9/28/1998,1,2,Dallas Cowboys / 2nd / 58th pick / 2023
65,Dakoda Shepley,30,T,3,0,290,6-5,British Columbia,12/27/1994,4,0,
44,Trent Sieg,29,LS,17,0,240,6-3,Colorado St.,5/19/1995,6,1,
58,Mazi Smith,23,DT,17,17,337,6-3,Michigan,6/16/2001,1,7,Dallas Cowboys / 1st / 26th pick / 2023
73,Tyler Smith,23,OL,16,16,332,6-6,Tulsa,4/3/2001,2,7,Dallas Cowboys / 1st / 24th pick / 2022
89,Brevyn Spann-Ford,25,TE,17,0,270,6-7,Minnesota,12/27/1999,Rook,1,
78,Terence Steele,27,T,17,17,310,6-6,Texas Tech,6/4/1997,4,7,
30,Juanyeh Thomas,24,S,13,0,217,6-3,Georgia Tech,6/24/2000,1,2,
1,Jalen Tolbert,25,WR,17,15,195,6-1,South Alabama,2/27/1999,2,4,Dallas Cowboys / 3rd / 88th pick / 2022
9,KaVontae Turpin,28,WR,17,2,153,5-9,TCU,8/2/1996,2,6,
42,Deuce Vaughn,23,RB,7,0,176,5-6,Kansas St.,11/2/2001,1,0,Dallas Cowboys / 6th / 212th pick / 2023
41,Nick Vigil,31,LB,16,1,239,6-2,Utah St.,8/20/1993,8,1,Cincinnati Bengals / 3rd / 87th pick / 2016
79,Matt Waletzko,25,OT,7,0,305,6-6,North Dakota,12/15/1999,2,0,Dallas Cowboys / 5th / 155th pick / 2022
92,Carlos Watkins,31,DE,15,0,305,6-3,Clemson,12/5/1993,7,1,Houston Texans / 4th / 142nd pick / 2017
91,Tyrus Wheat,25,DE,8,0,260,6-2,"Copiah-Lincoln CC , Mississippi St.",12/8/1999,1,1,
6,Donovan Wilson,29,S,17,17,204,6-0,Texas A&M,2/21/1995,5,6,Dallas Cowboys / 6th / 213th pick / 2019
